DATETIME,DELTA,THETA,LOW ALPHA,HIGH ALPHA,LOW BETA,HIGH BETA,LOW GAMMA,HIGH GAMMA,ATTENTION,MEDITATION
Wed Dec 12 2018 18:22:08 GMT+0530 (India Standard Time),7020,41452,20093,19667,9291,4250,3748,2551,56,67
Wed Dec 12 2018 18:22:09 GMT+0530 (India Standard Time),65426,13193,2271,2531,1479,2877,1102,662,64,66
Wed Dec 12 2018 18:22:10 GMT+0530 (India Standard Time),1178873,22197,18611,7374,18111,7955,1974,1897,60,64
Wed Dec 12 2018 18:22:11 GMT+0530 (India Standard Time),11408,34626,7738,3166,4719,5696,3277,3241,60,50
Wed Dec 12 2018 18:22:12 GMT+0530 (India Standard Time),16882,26468,7163,6273,3021,1946,1121,442,60,44
Wed Dec 12 2018 18:22:14 GMT+0530 (India Standard Time),63720,4357,8903,4148,8543,8602,4499,3180,75,56
Wed Dec 12 2018 18:22:15 GMT+0530 (India Standard Time),139402,15865,884,1036,1910,2282,561,1354,75,47
Wed Dec 12 2018 18:22:16 GMT+0530 (India Standard Time),3506,36875,19895,3248,4236,5404,2427,2551,81,48
Wed Dec 12 2018 18:22:17 GMT+0530 (India Standard Time),7898,30816,35158,13855,9453,7399,6473,2622,69,53
Wed Dec 12 2018 18:22:18 GMT+0530 (India Standard Time),55132,43230,35516,5296,14113,8384,2169,739,54,51
Wed Dec 12 2018 18:22:19 GMT+0530 (India Standard Time),22098,11518,10012,6179,4994,3824,3166,692,56,75
Wed Dec 12 2018 18:22:20 GMT+0530 (India Standard Time),10899,28876,8566,8468,2925,2350,4645,835,50,75
Wed Dec 12 2018 18:22:21 GMT+0530 (India Standard Time),15802,51366,11030,7309,7345,11172,4478,2595,54,60
Wed Dec 12 2018 18:22:24 GMT+0530 (India Standard Time),10528,23056,5410,7536,3258,4736,4194,1142,88,50
Wed Dec 12 2018 18:22:26 GMT+0530 (India Standard Time),12772,24293,4948,18135,5438,5406,2694,2542,75,57
Wed Dec 12 2018 18:22:27 GMT+0530 (India Standard Time),17229,41878,15025,5023,9635,6084,2191,1123,63,51
Wed Dec 12 2018 18:22:28 GMT+0530 (India Standard Time),36010,9256,4104,1978,1950,2688,930,578,66,53
Wed Dec 12 2018 18:22:29 GMT+0530 (India Standard Time),15663,12808,7729,7885,3913,6200,2381,1129,67,60
Wed Dec 12 2018 18:22:30 GMT+0530 (India Standard Time),4534,13047,3953,9320,9176,5270,1472,1825,74,56
Wed Dec 12 2018 18:22:31 GMT+0530 (India Standard Time),24801,8928,4565,1011,1841,2587,2149,645,80,57
Wed Dec 12 2018 18:22:32 GMT+0530 (India Standard Time),75926,16927,11486,3059,7774,1606,1236,760,66,61
Wed Dec 12 2018 18:22:34 GMT+0530 (India Standard Time),11623,13461,12692,6181,14011,1963,2995,1226,51,63
Wed Dec 12 2018 18:22:35 GMT+0530 (India Standard Time),23140,10180,7432,36446,14336,10777,2742,1341,51,75
Wed Dec 12 2018 18:22:36 GMT+0530 (India Standard Time),7938,9767,1957,6586,4714,4220,2714,1801,67,70
Wed Dec 12 2018 18:22:37 GMT+0530 (India Standard Time),1944,7639,8996,4725,5078,5212,3497,1021,74,77
Wed Dec 12 2018 18:22:38 GMT+0530 (India Standard Time),6964,83052,8684,5431,6776,9229,2342,1195,80,60
Wed Dec 12 2018 18:22:39 GMT+0530 (India Standard Time),12630,28611,24016,20454,3852,5383,2267,1196,69,57
Wed Dec 12 2018 18:22:40 GMT+0530 (India Standard Time),127834,47827,15497,24494,7128,3417,4027,1296,51,63
Wed Dec 12 2018 18:22:43 GMT+0530 (India Standard Time),11985,48856,7604,26583,3946,6691,2809,1048,34,66
Wed Dec 12 2018 18:22:44 GMT+0530 (India Standard Time),98750,37805,42427,20355,2849,10850,4812,3118,43,74
Wed Dec 12 2018 18:22:45 GMT+0530 (India Standard Time),16547,23208,25774,15523,11374,6841,2450,1560,43,80
Wed Dec 12 2018 18:22:46 GMT+0530 (India Standard Time),89795,97701,10673,21773,14499,5745,3102,2544,44,75
Wed Dec 12 2018 18:22:47 GMT+0530 (India Standard Time),58898,76761,25640,5966,7854,1284,1135,647,24,69
Wed Dec 12 2018 18:22:48 GMT+0530 (India Standard Time),459288,122697,126732,14912,35763,15875,5693,3059,20,64
Wed Dec 12 2018 18:22:49 GMT+0530 (India Standard Time),33759,20444,14017,44156,15043,13948,4414,1958,24,66
Wed Dec 12 2018 18:22:50 GMT+0530 (India Standard Time),44813,53979,13290,10265,22707,10836,2196,4453,35,66
Wed Dec 12 2018 18:22:52 GMT+0530 (India Standard Time),38483,122051,16256,18090,10858,12223,3010,1736,53,48
Wed Dec 12 2018 18:22:54 GMT+0530 (India Standard Time),27219,14339,19993,11446,3701,5840,2830,1925,47,69
Wed Dec 12 2018 18:22:55 GMT+0530 (India Standard Time),244101,95076,570,14572,22270,6911,2244,2129,48,60
Wed Dec 12 2018 18:22:56 GMT+0530 (India Standard Time),148388,10596,2782,2390,9734,2003,1671,755,53,60
Wed Dec 12 2018 18:22:57 GMT+0530 (India Standard Time),48982,39409,35477,13705,14460,6851,3368,704,51,53
Wed Dec 12 2018 18:22:59 GMT+0530 (India Standard Time),68177,64678,24373,6472,16213,10844,2357,1521,56,67
Wed Dec 12 2018 18:23:00 GMT+0530 (India Standard Time),51481,59454,27689,9733,14279,12133,4523,3348,56,75
Wed Dec 12 2018 18:23:01 GMT+0530 (India Standard Time),158713,237735,29538,7983,12362,6773,1170,1949,44,54
Wed Dec 12 2018 18:23:02 GMT+0530 (India Standard Time),115414,61949,15884,27067,18439,6758,2101,845,38,41
Wed Dec 12 2018 18:23:04 GMT+0530 (India Standard Time),411245,56112,12002,32649,13037,19456,26123,5261,38,43
Wed Dec 12 2018 18:23:05 GMT+0530 (India Standard Time),21153,67786,92198,59093,21421,8680,8089,965,43,69
Wed Dec 12 2018 18:23:06 GMT+0530 (India Standard Time),22139,14381,7560,8977,5332,7779,2714,1789,56,74
Wed Dec 12 2018 18:23:07 GMT+0530 (India Standard Time),90970,69084,95681,16910,37900,48202,18322,1894,69,81
Wed Dec 12 2018 18:23:08 GMT+0530 (India Standard Time),23516,34310,7937,11994,3820,1444,2687,840,50,81
Wed Dec 12 2018 18:23:09 GMT+0530 (India Standard Time),106921,23379,4971,14193,12197,6951,1132,908,63,66
Wed Dec 12 2018 18:23:10 GMT+0530 (India Standard Time),83811,51883,66278,16638,14815,8000,3861,2292,48,70
Wed Dec 12 2018 18:23:11 GMT+0530 (India Standard Time),430640,76600,23762,18930,14859,4886,2607,1628,29,66
Wed Dec 12 2018 18:23:12 GMT+0530 (India Standard Time),40930,70857,26915,29279,11764,7480,3128,1759,38,69
Wed Dec 12 2018 18:23:14 GMT+0530 (India Standard Time),34961,22403,4639,6462,4663,4397,3258,819,40,57
Wed Dec 12 2018 18:23:15 GMT+0530 (India Standard Time),22986,19800,5688,36572,4828,4100,3388,1811,44,70
Wed Dec 12 2018 18:23:16 GMT+0530 (India Standard Time),109999,63879,10526,1979,6210,8890,2039,2184,51,54
Wed Dec 12 2018 18:23:17 GMT+0530 (India Standard Time),510342,60781,15420,30244,38102,6711,3193,3744,50,53
Wed Dec 12 2018 18:23:18 GMT+0530 (India Standard Time),21218,67666,11722,27193,11163,15936,5446,4911,51,56
Wed Dec 12 2018 18:23:19 GMT+0530 (India Standard Time),11331,18132,2270,3590,2444,1775,597,464,51,38
Wed Dec 12 2018 18:23:20 GMT+0530 (India Standard Time),17100,38447,36090,15527,7745,7608,4227,1383,50,56
Wed Dec 12 2018 18:23:21 GMT+0530 (India Standard Time),35945,15220,16184,19123,9444,8210,1634,824,57,66
Wed Dec 12 2018 18:23:22 GMT+0530 (India Standard Time),81374,71653,5379,15247,7616,6374,3434,577,51,60
Wed Dec 12 2018 18:23:24 GMT+0530 (India Standard Time),69093,9752,3126,1954,2971,1014,529,217,56,51
Wed Dec 12 2018 18:23:25 GMT+0530 (India Standard Time),48128,40567,4956,33655,15242,7541,3752,9034,50,44
Wed Dec 12 2018 18:23:26 GMT+0530 (India Standard Time),17662,32443,20092,15788,6791,9486,7468,3429,56,57
Wed Dec 12 2018 18:23:27 GMT+0530 (India Standard Time),28603,37359,7965,16731,10176,4146,5826,3560,47,63
Wed Dec 12 2018 18:23:28 GMT+0530 (India Standard Time),12316,99828,52564,5063,16841,9569,3519,5218,44,66
Wed Dec 12 2018 18:23:29 GMT+0530 (India Standard Time),22302,21174,21573,10673,5228,10192,3183,1045,51,70
Wed Dec 12 2018 18:23:30 GMT+0530 (India Standard Time),61866,8964,11644,1490,2616,1484,938,265,44,75
Wed Dec 12 2018 18:23:31 GMT+0530 (India Standard Time),19879,32461,9591,11158,30559,19124,3489,2937,63,66
Wed Dec 12 2018 18:23:32 GMT+0530 (India Standard Time),46651,30517,32078,17931,8339,12504,12744,3487,75,75
Wed Dec 12 2018 18:23:33 GMT+0530 (India Standard Time),106900,35911,10217,9787,14417,6840,3797,6003,70,64
Wed Dec 12 2018 18:23:34 GMT+0530 (India Standard Time),27581,29350,22145,14341,10080,16542,6357,2553,84,60
Wed Dec 12 2018 18:23:35 GMT+0530 (India Standard Time),24382,40360,18918,9451,6911,9433,2774,3117,74,67
Wed Dec 12 2018 18:23:36 GMT+0530 (India Standard Time),26013,64271,47098,16392,15707,8842,2876,852,64,64
Wed Dec 12 2018 18:23:37 GMT+0530 (India Standard Time),368535,58993,40194,17186,6718,4159,3212,1388,51,75
Wed Dec 12 2018 18:23:38 GMT+0530 (India Standard Time),44405,7669,10597,11848,19398,5046,2710,3203,48,75
Wed Dec 12 2018 18:23:39 GMT+0530 (India Standard Time),70404,15597,4618,4737,5063,2764,696,549,44,74
Wed Dec 12 2018 18:23:40 GMT+0530 (India Standard Time),13049,40999,4906,4195,7890,7498,2138,2403,53,54
Wed Dec 12 2018 18:23:41 GMT+0530 (India Standard Time),20994,50876,35948,9818,18167,20694,1884,1100,70,50
Wed Dec 12 2018 18:23:42 GMT+0530 (India Standard Time),23972,50592,9428,7312,5900,4057,1852,1230,61,40
Wed Dec 12 2018 18:23:45 GMT+0530 (India Standard Time),65941,76121,891,7439,3482,1668,1019,482,34,48
Wed Dec 12 2018 18:23:46 GMT+0530 (India Standard Time),30087,66988,12170,23964,8345,6773,2600,1473,35,53
Wed Dec 12 2018 18:23:47 GMT+0530 (India Standard Time),27710,25509,41207,13861,16360,6606,7912,2027,29,64
Wed Dec 12 2018 18:23:48 GMT+0530 (India Standard Time),60869,13884,4599,8640,6750,2406,1320,564,29,51
Wed Dec 12 2018 18:23:49 GMT+0530 (India Standard Time),115865,179342,32123,16979,7057,21173,4356,2782,47,60
Wed Dec 12 2018 18:23:50 GMT+0530 (India Standard Time),618973,157787,34235,45563,35079,27277,4108,1676,51,57
Wed Dec 12 2018 18:23:51 GMT+0530 (India Standard Time),14387,68755,37605,4223,6200,6070,4116,2013,47,50
Wed Dec 12 2018 18:23:52 GMT+0530 (India Standard Time),325562,119787,31847,7079,9962,3672,2761,1820,34,41
Wed Dec 12 2018 18:23:54 GMT+0530 (India Standard Time),176922,39217,10903,2397,4963,1680,777,416,11,47
Wed Dec 12 2018 18:23:55 GMT+0530 (India Standard Time),1873,31858,8452,4440,6071,3077,1772,966,16,40
Wed Dec 12 2018 18:23:56 GMT+0530 (India Standard Time),48984,11021,11927,10234,7235,7406,2477,1985,38,51
Wed Dec 12 2018 18:23:57 GMT+0530 (India Standard Time),18108,15691,6649,8945,6740,4043,3321,1533,50,56
Wed Dec 12 2018 18:23:58 GMT+0530 (India Standard Time),39444,40228,9802,2818,7232,1508,479,252,47,56
Wed Dec 12 2018 18:23:59 GMT+0530 (India Standard Time),1520669,577810,23348,25812,10520,12439,4690,3518,34,41
Wed Dec 12 2018 18:24:00 GMT+0530 (India Standard Time),348749,88817,16722,23261,9727,2530,4230,654,8,34
Wed Dec 12 2018 18:24:01 GMT+0530 (India Standard Time),170322,61930,42455,20969,11733,6834,4145,2560,1,37
Wed Dec 12 2018 18:24:02 GMT+0530 (India Standard Time),223629,139912,9722,11824,14320,16523,4521,1481,13,26
Wed Dec 12 2018 18:24:04 GMT+0530 (India Standard Time),167754,36119,1904,879,2505,955,461,196,34,35
Wed Dec 12 2018 18:24:05 GMT+0530 (India Standard Time),6618,13282,10236,16149,4179,5468,2428,1333,43,38
Wed Dec 12 2018 18:24:06 GMT+0530 (India Standard Time),8764,40140,27731,5185,4675,5009,1934,710,38,56
Wed Dec 12 2018 18:24:07 GMT+0530 (India Standard Time),8922,14870,25757,16063,6405,3360,1138,2879,34,64
Wed Dec 12 2018 18:24:08 GMT+0530 (India Standard Time),24499,8508,6741,4224,1094,3183,635,292,53,93
Wed Dec 12 2018 18:24:09 GMT+0530 (India Standard Time),131271,27700,9188,2117,4953,5568,1535,911,53,78
Wed Dec 12 2018 18:24:10 GMT+0530 (India Standard Time),4252,17889,7287,9532,10595,2508,2827,424,53,75
Wed Dec 12 2018 18:24:11 GMT+0530 (India Standard Time),33480,47251,2854,2235,12050,5526,2138,643,57,40
Wed Dec 12 2018 18:24:12 GMT+0530 (India Standard Time),23059,14372,3055,2890,1747,1598,550,349,51,27
Wed Dec 12 2018 18:24:13 GMT+0530 (India Standard Time),50400,53850,16560,26179,12709,9205,1747,425,48,35
Wed Dec 12 2018 18:24:14 GMT+0530 (India Standard Time),6477,95406,15038,15997,7579,6163,1419,1173,43,27
Wed Dec 12 2018 18:24:15 GMT+0530 (India Standard Time),15750,15093,25494,9522,7454,5635,2374,1741,44,61
Wed Dec 12 2018 18:24:16 GMT+0530 (India Standard Time),61828,28844,33370,19565,11838,5293,2969,2520,43,75
Wed Dec 12 2018 18:24:18 GMT+0530 (India Standard Time),42341,25844,24290,16622,15875,3141,1212,880,53,67
Wed Dec 12 2018 18:24:19 GMT+0530 (India Standard Time),170027,92869,8356,6637,7972,6749,6736,2484,47,41
Wed Dec 12 2018 18:24:20 GMT+0530 (India Standard Time),26528,32962,10364,4389,11034,5990,2157,1284,53,26
Wed Dec 12 2018 18:24:21 GMT+0530 (India Standard Time),9691,18834,6814,3775,8631,2738,2433,1422,41,41
Wed Dec 12 2018 18:24:22 GMT+0530 (India Standard Time),53522,65449,7121,27682,20031,11891,4047,786,51,34
Wed Dec 12 2018 18:24:24 GMT+0530 (India Standard Time),22854,9483,13807,11975,4301,6194,1968,907,51,64
Wed Dec 12 2018 18:24:25 GMT+0530 (India Standard Time),2649,5898,15102,7415,8400,9491,919,978,64,77
Wed Dec 12 2018 18:24:26 GMT+0530 (India Standard Time),3486,13735,2993,13363,7247,9782,2286,945,77,80
Wed Dec 12 2018 18:24:27 GMT+0530 (India Standard Time),4203,81501,3183,5881,4418,2379,1749,1255,70,60
Wed Dec 12 2018 18:24:28 GMT+0530 (India Standard Time),4120,17786,6555,6641,2254,3237,766,2096,64,50
Wed Dec 12 2018 18:24:29 GMT+0530 (India Standard Time),11162,16704,18388,2433,7531,2298,1731,783,47,50
Wed Dec 12 2018 18:24:30 GMT+0530 (India Standard Time),6530,20358,3924,11186,3270,5081,2154,1654,37,50
Wed Dec 12 2018 18:24:31 GMT+0530 (India Standard Time),10292,7135,14380,5968,5147,3806,2164,1554,53,77
Wed Dec 12 2018 18:24:32 GMT+0530 (India Standard Time),7873,21421,4624,2493,2746,3181,3889,2097,54,67
Wed Dec 12 2018 18:24:35 GMT+0530 (India Standard Time),16017,44752,15627,18271,12156,3009,1550,1314,44,40
Wed Dec 12 2018 18:24:36 GMT+0530 (India Standard Time),55491,43953,1393,7774,9956,2071,958,1181,35,35
Wed Dec 12 2018 18:24:37 GMT+0530 (India Standard Time),38946,37802,7440,5710,1968,8039,1722,1652,38,44
Wed Dec 12 2018 18:24:38 GMT+0530 (India Standard Time),22876,36805,36336,19332,14457,14043,3276,1594,44,48
Wed Dec 12 2018 18:24:39 GMT+0530 (India Standard Time),23277,54871,19294,7707,13023,5073,1684,1434,50,43
Wed Dec 12 2018 18:24:40 GMT+0530 (India Standard Time),80209,41763,9595,11842,2838,3111,938,186,50,54
Wed Dec 12 2018 18:24:41 GMT+0530 (India Standard Time),35627,14477,69899,36880,18210,9593,3872,1779,43,80
Wed Dec 12 2018 18:24:42 GMT+0530 (India Standard Time),36293,25503,10447,16461,15771,13079,2129,1518,48,75
Wed Dec 12 2018 18:24:44 GMT+0530 (India Standard Time),5541,7700,1571,6458,2214,2981,4025,1552,78,83
Wed Dec 12 2018 18:24:45 GMT+0530 (India Standard Time),70393,24016,17319,5362,6518,2964,2164,875,77,67
Wed Dec 12 2018 18:24:46 GMT+0530 (India Standard Time),73456,18826,4580,1569,1166,2505,780,159,66,61
Wed Dec 12 2018 18:24:47 GMT+0530 (India Standard Time),13904,8864,1607,5511,8808,10578,2725,1516,75,53
Wed Dec 12 2018 18:24:48 GMT+0530 (India Standard Time),13050,16896,10430,3232,9625,4822,2365,1330,74,48
Wed Dec 12 2018 18:24:49 GMT+0530 (India Standard Time),2705,7526,9225,4966,4102,4578,1260,755,87,50
Wed Dec 12 2018 18:24:51 GMT+0530 (India Standard Time),11239,31079,8246,9428,7426,13922,1759,1895,88,61
Wed Dec 12 2018 18:24:52 GMT+0530 (India Standard Time),60905,46245,8569,5661,6654,13515,5482,2824,91,51
Wed Dec 12 2018 18:24:53 GMT+0530 (India Standard Time),51017,40957,4160,1401,1334,1891,726,479,74,29
Wed Dec 12 2018 18:24:54 GMT+0530 (India Standard Time),78878,104399,26160,25633,8976,4321,4557,3615,51,27
Wed Dec 12 2018 18:24:55 GMT+0530 (India Standard Time),9897,18338,15132,6624,9701,6770,1009,828,44,34
Wed Dec 12 2018 18:24:56 GMT+0530 (India Standard Time),52143,36129,13716,9358,4523,7982,3526,2053,40,44
Wed Dec 12 2018 18:24:57 GMT+0530 (India Standard Time),15830,22367,5155,4010,10513,5032,6523,1089,53,51
Wed Dec 12 2018 18:24:58 GMT+0530 (India Standard Time),54884,51212,5565,12277,4788,7633,1269,2158,67,47
Wed Dec 12 2018 18:24:59 GMT+0530 (India Standard Time),53196,18374,18997,16422,9325,3325,2350,1265,56,53
Wed Dec 12 2018 18:25:00 GMT+0530 (India Standard Time),2900,16125,3140,6506,4410,4843,1417,1915,60,50
Wed Dec 12 2018 18:25:01 GMT+0530 (India Standard Time),89023,80787,14766,3222,12968,11895,3324,1304,56,48
Wed Dec 12 2018 18:25:02 GMT+0530 (India Standard Time),6934,122326,31496,28301,10897,9695,5631,977,50,53
Wed Dec 12 2018 18:25:04 GMT+0530 (India Standard Time),3335,6088,5415,1422,1028,1378,294,385,50,43
Wed Dec 12 2018 18:25:05 GMT+0530 (India Standard Time),35561,26310,29573,10039,9487,25084,2039,568,61,57
Wed Dec 12 2018 18:25:06 GMT+0530 (India Standard Time),108456,49174,8392,5209,9502,16069,2422,1287,78,48
Wed Dec 12 2018 18:25:07 GMT+0530 (India Standard Time),26667,29490,7651,10018,7410,7174,1471,1518,81,54
Wed Dec 12 2018 18:25:08 GMT+0530 (India Standard Time),26518,19872,17061,29514,12158,9421,3782,3971,84,57
Wed Dec 12 2018 18:25:09 GMT+0530 (India Standard Time),17673,5300,2746,2075,11155,4410,2289,1413,88,47
Wed Dec 12 2018 18:25:10 GMT+0530 (India Standard Time),14450,48702,5193,2660,7567,1437,612,279,63,43
Wed Dec 12 2018 18:25:11 GMT+0530 (India Standard Time),16216,19628,11356,17591,6837,3970,1980,813,57,53
Wed Dec 12 2018 18:25:12 GMT+0530 (India Standard Time),7318,22139,18486,9129,5380,6498,4113,4672,56,50
Wed Dec 12 2018 18:25:14 GMT+0530 (India Standard Time),34077,29814,21944,9519,7196,2801,2812,1374,57,80
Wed Dec 12 2018 18:25:15 GMT+0530 (India Standard Time),32710,53374,10846,3742,5200,12327,3376,1070,64,63
Wed Dec 12 2018 18:25:16 GMT+0530 (India Standard Time),3372,22006,5058,10468,12812,5936,1038,3691,66,54
Wed Dec 12 2018 18:25:17 GMT+0530 (India Standard Time),6350,5252,2286,2496,6023,8640,1706,428,75,47
Wed Dec 12 2018 18:25:18 GMT+0530 (India Standard Time),4975,22293,20833,10136,15759,7005,2586,3119,84,44
Wed Dec 12 2018 18:25:19 GMT+0530 (India Standard Time),118536,17663,7418,11481,15857,7597,3031,1425,83,53
Wed Dec 12 2018 18:25:20 GMT+0530 (India Standard Time),21986,23979,7458,6687,11802,6069,1937,468,81,50
Wed Dec 12 2018 18:25:21 GMT+0530 (India Standard Time),33399,23534,25868,24211,10202,12694,2773,1481,66,66
Wed Dec 12 2018 18:25:22 GMT+0530 (India Standard Time),23506,41661,16849,12010,5005,7057,3776,2441,63,64
Wed Dec 12 2018 18:25:24 GMT+0530 (India Standard Time),53046,48100,33548,14248,23057,8944,2550,708,40,66
Wed Dec 12 2018 18:25:25 GMT+0530 (India Standard Time),21090,41831,18245,4820,9561,8249,2806,848,37,54
Wed Dec 12 2018 18:25:26 GMT+0530 (India Standard Time),61571,20366,11227,4347,5006,3205,736,410,37,54
Wed Dec 12 2018 18:25:27 GMT+0530 (India Standard Time),25745,18716,22663,2722,6891,5337,4334,1856,51,66
Wed Dec 12 2018 18:25:28 GMT+0530 (India Standard Time),105422,63427,18446,6290,24224,4294,3950,1123,44,57
Wed Dec 12 2018 18:25:29 GMT+0530 (India Standard Time),106587,29184,4606,6419,11772,4181,2117,907,43,51
Wed Dec 12 2018 18:25:30 GMT+0530 (India Standard Time),21154,21354,4062,4397,4431,1389,1826,360,37,44
Wed Dec 12 2018 18:25:31 GMT+0530 (India Standard Time),52628,50027,17177,35440,6855,4518,2457,3418,26,44
Wed Dec 12 2018 18:25:32 GMT+0530 (India Standard Time),177743,75496,29047,48275,18109,10245,5265,3410,29,57
Wed Dec 12 2018 18:25:34 GMT+0530 (India Standard Time),80916,38093,5927,13814,9705,6007,2671,2964,29,69
Wed Dec 12 2018 18:25:35 GMT+0530 (India Standard Time),6573,3373,1352,2391,1694,1861,2369,614,48,64
Wed Dec 12 2018 18:25:36 GMT+0530 (India Standard Time),2751,32001,16216,17367,10103,7557,2558,3820,51,63
Wed Dec 12 2018 18:25:37 GMT+0530 (India Standard Time),2252773,135705,41798,23099,17718,13327,9084,7708,53,57
Wed Dec 12 2018 18:25:38 GMT+0530 (India Standard Time),136127,76260,12416,1495,1218,2971,1258,1141,43,50
Wed Dec 12 2018 18:25:39 GMT+0530 (India Standard Time),7028,2951,1322,5355,3821,1331,681,836,37,54
Wed Dec 12 2018 18:25:40 GMT+0530 (India Standard Time),122902,44365,3365,8801,10588,6057,6881,981,37,40
Wed Dec 12 2018 18:25:41 GMT+0530 (India Standard Time),63720,54660,13454,18960,9211,7178,2875,1849,38,41
Wed Dec 12 2018 18:25:42 GMT+0530 (India Standard Time),152530,149730,34130,25562,13477,5225,2854,2218,37,50
Wed Dec 12 2018 18:25:45 GMT+0530 (India Standard Time),43952,11248,5615,1617,5338,1004,700,364,11,66
Wed Dec 12 2018 18:25:46 GMT+0530 (India Standard Time),63847,34182,60722,54723,15722,15117,4291,1603,24,84
Wed Dec 12 2018 18:25:47 GMT+0530 (India Standard Time),115175,20704,5712,17781,34039,11444,2248,2733,43,61
Wed Dec 12 2018 18:25:48 GMT+0530 (India Standard Time),40013,36865,8318,2767,3318,3194,596,958,47,60
Wed Dec 12 2018 18:25:49 GMT+0530 (India Standard Time),1590988,273145,50835,41056,22777,11214,6992,2572,41,56
Wed Dec 12 2018 18:25:50 GMT+0530 (India Standard Time),56439,5320,4202,657,567,556,190,255,37,47
Wed Dec 12 2018 18:25:51 GMT+0530 (India Standard Time),40885,26635,11619,4465,7661,2434,1297,773,21,50
Wed Dec 12 2018 18:25:52 GMT+0530 (India Standard Time),42096,65892,19907,7234,4688,2669,924,509,13,54
Wed Dec 12 2018 18:25:53 GMT+0530 (India Standard Time),2006620,201109,29181,32409,25390,22124,6172,7384,21,53
Wed Dec 12 2018 18:25:54 GMT+0530 (India Standard Time),56731,82574,52965,29664,28102,14868,3823,2877,26,51
Wed Dec 12 2018 18:25:55 GMT+0530 (India Standard Time),1286800,550973,117297,106350,43804,20807,14707,6044,20,48
Wed Dec 12 2018 18:25:56 GMT+0530 (India Standard Time),155618,33732,3916,3019,2736,6340,2098,2948,37,38
Wed Dec 12 2018 18:25:57 GMT+0530 (India Standard Time),4624,11221,10716,2354,3753,5412,1722,1143,47,50
Wed Dec 12 2018 18:25:58 GMT+0530 (India Standard Time),13402,12647,7301,9454,9617,6279,2248,1725,54,50
Wed Dec 12 2018 18:25:59 GMT+0530 (India Standard Time),2338,11557,21040,7929,5508,2791,1257,2314,63,66
Wed Dec 12 2018 18:26:00 GMT+0530 (India Standard Time),11212,14241,10141,20182,5607,2430,7145,742,53,91
Wed Dec 12 2018 18:26:01 GMT+0530 (India Standard Time),46547,13882,2490,12283,6677,6033,2430,1328,53,90
Wed Dec 12 2018 18:26:02 GMT+0530 (India Standard Time),11924,14121,14582,12219,4292,2463,2228,1755,41,97
Wed Dec 12 2018 18:26:04 GMT+0530 (India Standard Time),11315,28318,11135,7704,7060,3079,1251,790,54,75
Wed Dec 12 2018 18:26:05 GMT+0530 (India Standard Time),5543,27977,12136,5546,12465,4092,3416,2060,47,69
Wed Dec 12 2018 18:26:06 GMT+0530 (India Standard Time),14399,6213,25169,5904,1830,6573,2436,938,56,77
Wed Dec 12 2018 18:26:07 GMT+0530 (India Standard Time),8481,9203,2479,3661,7228,4281,1928,1785,57,67
Wed Dec 12 2018 18:26:08 GMT+0530 (India Standard Time),13716,29043,2806,29294,5427,9515,2279,1514,66,74
Wed Dec 12 2018 18:26:09 GMT+0530 (India Standard Time),11131,13331,7248,8399,3988,3852,2707,1166,69,80
Wed Dec 12 2018 18:26:10 GMT+0530 (India Standard Time),5866,13043,15936,5423,15784,4545,1311,2687,67,64
Wed Dec 12 2018 18:26:11 GMT+0530 (India Standard Time),5234,16249,12241,10272,9996,5220,5710,2252,60,75
Wed Dec 12 2018 18:26:12 GMT+0530 (India Standard Time),6692,13267,6139,2815,4053,2503,1116,733,56,69
Wed Dec 12 2018 18:26:13 GMT+0530 (India Standard Time),4024,16463,6337,4851,8765,4507,2293,2741,57,60
Wed Dec 12 2018 18:26:14 GMT+0530 (India Standard Time),31994,104282,4628,27679,10275,7825,3402,2227,50,51
Wed Dec 12 2018 18:26:15 GMT+0530 (India Standard Time),108909,92912,6323,11121,2766,5551,3173,2171,40,37
Wed Dec 12 2018 18:26:16 GMT+0530 (India Standard Time),13559,129162,50205,13972,29247,16694,3666,4218,38,35
Wed Dec 12 2018 18:26:17 GMT+0530 (India Standard Time),147616,11400,2683,1566,790,744,356,115,24,35
Wed Dec 12 2018 18:26:18 GMT+0530 (India Standard Time),159654,43840,17537,21102,21260,14211,6383,1734,35,41
Wed Dec 12 2018 18:26:19 GMT+0530 (India Standard Time),1155457,178646,27256,54632,39332,15136,4714,2792,37,48
Wed Dec 12 2018 18:26:20 GMT+0530 (India Standard Time),128163,9012,7754,10412,11319,5466,3978,944,44,54
Wed Dec 12 2018 18:26:21 GMT+0530 (India Standard Time),234741,45222,24957,29975,31930,26895,12084,2693,61,60
Wed Dec 12 2018 18:26:22 GMT+0530 (India Standard Time),41832,36998,10096,13997,10776,5143,2026,973,56,60
Wed Dec 12 2018 18:26:24 GMT+0530 (India Standard Time),11617,29135,27607,5629,8201,8647,1916,1120,75,57
Wed Dec 12 2018 18:26:25 GMT+0530 (India Standard Time),11574,8764,10282,10266,7195,7504,4564,1764,75,63
Wed Dec 12 2018 18:26:26 GMT+0530 (India Standard Time),194288,68982,30158,11774,15550,6007,2244,2578,69,63
Wed Dec 12 2018 18:26:27 GMT+0530 (India Standard Time),47129,42505,9002,9146,9992,3395,3103,1140,47,66
